Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-16-57-22.103,0, 34, Upload, 
11-16-2022-16-57-22.103,49141.59672397354, 35, Upload, 
11-16-2022-16-57-22.103,311230.11258516577, 36, Upload, 
11-16-2022-16-57-22.103,294849.5803438412, 37, Upload, 
11-16-2022-16-57-22.103,425893.83827443735, 38, Upload, 
11-16-2022-16-57-22.103,49141.59672397354, 39, Upload, 
11-16-2022-16-57-22.103,0, 40, Upload, 
11-16-2022-16-57-22.103,0, 41, Upload, 
11-16-2022-16-57-22.103,49141.59672397354, 42, Upload, 
11-16-2022-16-57-22.103,491415.96723973536, 43, Upload, 
11-16-2022-16-57-22.103,49141.59672397354, 44, Upload, 
11-16-2022-16-57-22.103,0, 45, Upload, 
11-16-2022-16-57-22.103,49141.59672397354, 46, Upload, 
11-16-2022-16-57-22.103,835407.1443075502, 47, Upload, 
11-16-2022-16-57-22.103,229327.4513785432, 48, Upload, 
11-16-2022-16-57-22.103,933690.3377554972, 49, Upload, 
11-16-2022-16-57-22.103,507796.4994810599, 50, Upload, 
11-16-2022-16-57-22.103,114663.7256892716, 51, Upload, 
11-16-2022-16-57-23.103,196605.14922533624, 0, Upload, 
11-16-2022-16-57-23.103,0, 1, Upload, 
11-16-2022-16-57-23.103,0, 2, Upload, 
11-16-2022-16-57-23.103,229372.6740962256, 3, Upload, 
11-16-2022-16-57-23.103,327675.2487088937, 4, Upload, 
11-16-2022-16-57-23.103,491512.87306334055, 5, Upload, 
11-16-2022-16-57-23.103,196605.14922533624, 6, Upload, 
11-16-2022-16-57-23.103,262140.19896711496, 7, Upload, 
11-16-2022-16-57-23.103,0, 8, Upload, 
11-16-2022-16-57-23.103,0, 9, Upload, 
11-16-2022-16-57-23.103,1.097712083174794e+06, 10, Upload, 
11-16-2022-16-57-23.103,1.0157932709975705e+06, 11, Upload, 
11-16-2022-16-57-23.103,0, 12, Upload, 
11-16-2022-16-57-23.103,196605.14922533624, 13, Upload, 
11-16-2022-16-57-23.103,196605.14922533624, 14, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 15, Upload, 
11-16-2022-16-57-23.103,0, 16, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 17, Upload, 
11-16-2022-16-57-23.103,409594.06088611716, 18, Upload, 
11-16-2022-16-57-23.103,98302.57461266812, 19, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 20, Upload, 
11-16-2022-16-57-23.103,0, 21, Upload, 
11-16-2022-16-57-23.103,0, 22, Upload, 
11-16-2022-16-57-23.103,245756.43653167028, 23, Upload, 
11-16-2022-16-57-23.103,147453.86191900217, 24, Upload, 
11-16-2022-16-57-23.103,98302.57461266812, 25, Upload, 
11-16-2022-16-57-23.103,802804.3593367896, 26, Upload, 
11-16-2022-16-57-23.103,0, 27, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 28, Upload, 
11-16-2022-16-57-23.103,606199.2101114533, 29, Upload, 
11-16-2022-16-57-23.103,98302.57461266812, 30, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 31, Upload, 
11-16-2022-16-57-23.103,0, 32, Upload, 
11-16-2022-16-57-23.103,884723.171514013, 33, Upload, 
11-16-2022-16-57-23.103,147453.86191900217, 34, Upload, 
11-16-2022-16-57-23.103,278523.96140255965, 35, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 36, Upload, 
11-16-2022-16-57-23.103,475129.11062789586, 37, Upload, 
11-16-2022-16-57-23.103,491512.87306334055, 38, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 39, Upload, 
11-16-2022-16-57-23.103,98302.57461266812, 40, Upload, 
11-16-2022-16-57-23.103,196605.14922533624, 41, Upload, 
11-16-2022-16-57-23.103,98302.57461266812, 42, Upload, 
11-16-2022-16-57-23.103,163837.62435444686, 43, Upload, 
11-16-2022-16-57-23.103,147453.86191900217, 44, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 45, Upload, 
11-16-2022-16-57-23.103,0, 46, Upload, 
11-16-2022-16-57-23.103,196605.14922533624, 47, Upload, 
11-16-2022-16-57-23.103,425977.82332156185, 48, Upload, 
11-16-2022-16-57-23.103,344059.0111443384, 49, Upload, 
11-16-2022-16-57-23.103,1.0157932709975705e+06, 50, Upload, 
11-16-2022-16-57-23.103,49151.28730633406, 51, Upload, 
11-16-2022-16-57-23.103,229372.6740962256, 52, Upload, 
11-16-2022-16-57-23.103,442361.5857570065, 0, Download, 
11-16-2022-16-57-23.103,983025.7461266811, 1, Download, 
11-16-2022-16-57-23.103,425905.8243655467, 2, Download, 
11-16-2022-16-57-23.103,622582.9725468981, 3, Download, 
11-16-2022-16-57-23.103,622582.9725468981, 4, Download, 
11-16-2022-16-57-23.103,557047.9228051193, 5, Download, 
11-16-2022-16-57-23.103,557047.9228051193, 6, Download, 
11-16-2022-16-57-23.103,704501.7847241214, 7, Download, 
11-16-2022-16-57-23.103,376826.5360152278, 8, Download, 
11-16-2022-16-57-23.103,442361.5857570065, 9, Download, 
11-16-2022-16-57-23.103,475129.11062789586, 10, Download, 
11-16-2022-16-57-23.103,491512.87306334055, 11, Download, 
11-16-2022-16-57-23.103,573431.685240564, 12, Download, 
11-16-2022-16-57-23.103,425977.82332156185, 13, Download, 
11-16-2022-16-57-23.103,376826.5360152278, 14, Download, 
11-16-2022-16-57-23.103,409594.06088611716, 15, Download, 
11-16-2022-16-57-23.103,376826.5360152278, 16, Download, 
11-16-2022-16-57-23.103,507896.63549878524, 17, Download, 
11-16-2022-16-57-23.103,311291.48627344903, 18, Download, 
11-16-2022-16-57-23.103,753653.0720304556, 19, Download, 
11-16-2022-16-57-23.103,409594.06088611716, 20, Download, 
11-16-2022-16-57-23.103,540520.1624576444, 21, Download, 
11-16-2022-16-57-23.103,540664.1603696747, 22, Download, 
11-16-2022-16-57-23.103,360442.7735797831, 23, Download, 
11-16-2022-16-57-23.103,2.4492068865001455e+07, 24, Download, 
11-16-2022-16-57-23.103,475129.11062789586, 25, Download, 
11-16-2022-16-57-23.103,475129.11062789586, 26, Download, 
11-16-2022-16-57-23.103,720885.5471595662, 27, Download, 
11-16-2022-16-57-23.103,442361.5857570065, 28, Download, 
11-16-2022-16-57-23.103,278523.96140255965, 29, Download, 
11-16-2022-16-57-23.103,606199.2101114533, 30, Download, 
11-16-2022-16-57-23.103,114686.3370481128, 31, Download, 
11-16-2022-16-57-23.103,278523.96140255965, 32, Download, 
11-16-2022-16-57-23.103,2.8670144282907895e+06, 33, Download, 
11-16-2022-16-57-23.103,1.8839886821641086e+06, 34, Download, 
11-16-2022-16-57-23.103,540664.1603696747, 35, Download, 
11-16-2022-16-57-23.103,491512.87306334055, 36, Download, 
11-16-2022-16-57-23.103,802804.3593367896, 37, Download, 
11-16-2022-16-57-23.103,1.0321770334330152e+06, 38, Download, 
11-16-2022-16-57-23.103,507896.63549878524, 39, Download, 
11-16-2022-16-57-23.103,1.0321770334330152e+06, 40, Download, 
11-16-2022-16-57-23.103,1.1631751339605576e+06, 41, Download, 
11-16-2022-16-57-23.103,524280.3979342299, 42, Download, 
11-16-2022-16-57-23.103,1.5400736689318004e+06, 43, Download, 
11-16-2022-16-57-23.103,1.162959137092512e+06, 44, Download, 
11-16-2022-16-57-23.103,1.9169002049470283e+06, 45, Download, 
11-16-2022-16-57-23.103,1.0813283207393494e+06, 46, Download, 
11-16-2022-16-57-23.103,1.605536719717564e+06, 47, Download, 
11-16-2022-16-57-23.103,4.128420137908e+06, 48, Download, 
11-16-2022-16-57-23.103,1.8349093938137896e+06, 49, Download, 
11-16-2022-16-57-23.103,2.375429556271434e+06, 50, Download, 
11-16-2022-16-57-23.103,294907.72383800434, 51, Download, 
11-16-2022-16-57-23.103,1.9004444435555683e+06, 52, Download, 
11-16-2022-16-57-24.103,98281.44440850824, 0, Upload, 
11-16-2022-16-57-24.103,0, 1, Upload, 
11-16-2022-16-57-24.103,0, 2, Upload, 
11-16-2022-16-57-24.103,163802.40734751374, 3, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 4, Upload, 
11-16-2022-16-57-24.103,294844.3332255247, 5, Upload, 
11-16-2022-16-57-24.103,0, 6, Upload, 
11-16-2022-16-57-24.103,933673.7218808283, 7, Upload, 
11-16-2022-16-57-24.103,0, 8, Upload, 
11-16-2022-16-57-24.103,0, 9, Upload, 
11-16-2022-16-57-24.103,0, 10, Upload, 
11-16-2022-16-57-24.103,687970.1108595576, 11, Upload, 
11-16-2022-16-57-24.103,0, 12, Upload, 
11-16-2022-16-57-24.103,98281.44440850824, 13, Upload, 
11-16-2022-16-57-24.103,409506.01836878434, 14, Upload, 
11-16-2022-16-57-24.103,245703.6110212706, 15, Upload, 
11-16-2022-16-57-24.103,0, 16, Upload, 
11-16-2022-16-57-24.103,98281.44440850824, 17, Upload, 
11-16-2022-16-57-24.103,360365.2961645302, 18, Upload, 
11-16-2022-16-57-24.103,98281.44440850824, 19, Upload, 
11-16-2022-16-57-24.103,0, 20, Upload, 
11-16-2022-16-57-24.103,0, 21, Upload, 
11-16-2022-16-57-24.103,0, 22, Upload, 
11-16-2022-16-57-24.103,229323.37028651923, 23, Upload, 
11-16-2022-16-57-24.103,262083.85175602196, 24, Upload, 
11-16-2022-16-57-24.103,98281.44440850824, 25, Upload, 
11-16-2022-16-57-24.103,65520.96293900549, 26, Upload, 
11-16-2022-16-57-24.103,0, 27, Upload, 
11-16-2022-16-57-24.103,0, 28, Upload, 
11-16-2022-16-57-24.103,245703.6110212706, 29, Upload, 
11-16-2022-16-57-24.103,0, 30, Upload, 
11-16-2022-16-57-24.103,196562.88881701647, 31, Upload, 
11-16-2022-16-57-24.103,0, 32, Upload, 
11-16-2022-16-57-24.103,802631.7960028172, 33, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 34, Upload, 
11-16-2022-16-57-24.103,245703.6110212706, 35, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 36, Upload, 
11-16-2022-16-57-24.103,327604.8146950275, 37, Upload, 
11-16-2022-16-57-24.103,425886.2591035357, 38, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 39, Upload, 
11-16-2022-16-57-24.103,98281.44440850824, 40, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 41, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 42, Upload, 
11-16-2022-16-57-24.103,262083.85175602196, 43, Upload, 
11-16-2022-16-57-24.103,245703.6110212706, 44, Upload, 
11-16-2022-16-57-24.103,0, 45, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 46, Upload, 
11-16-2022-16-57-24.103,49140.72220425412, 47, Upload, 
11-16-2022-16-57-24.103,704350.3515943091, 48, Upload, 
11-16-2022-16-57-24.103,65520.96293900549, 49, Upload, 
11-16-2022-16-57-24.103,835392.27747232, 50, Upload, 
11-16-2022-16-57-24.103,0, 51, Upload, 
11-16-2022-16-57-24.103,98281.44440850824, 52, Upload, 
11-16-2022-16-57-24.103,442266.49983828707, 53, Upload, 
11-16-2022-16-57-24.103,360221.32920494745, 0, Download, 
11-16-2022-16-57-24.103,556928.1849815467, 1, Download, 
11-16-2022-16-57-24.103,131041.92587801098, 2, Download, 
11-16-2022-16-57-24.103,573236.4422365066, 3, Download, 
11-16-2022-16-57-24.103,507787.46277729253, 4, Download, 
11-16-2022-16-57-24.103,376601.5699396988, 5, Download, 
11-16-2022-16-57-24.103,606068.9071858008, 6, Download, 
11-16-2022-16-57-24.103,442194.5163584957, 7, Download, 
11-16-2022-16-57-24.103,393125.77763403294, 8, Download, 
11-16-2022-16-57-24.103,392981.8106744502, 9, Download, 
11-16-2022-16-57-24.103,409506.01836878434, 10, Download, 
11-16-2022-16-57-24.103,458646.74057303846, 11, Download, 
11-16-2022-16-57-24.103,573020.4917971325, 12, Download, 
11-16-2022-16-57-24.103,294844.3332255247, 13, Download, 
11-16-2022-16-57-24.103,425886.2591035357, 14, Download, 
11-16-2022-16-57-24.103,442266.49983828707, 15, Download, 
11-16-2022-16-57-24.103,311080.60700069333, 16, Download, 
11-16-2022-16-57-24.103,671589.8701248063, 17, Download, 
11-16-2022-16-57-24.103,229323.37028651923, 18, Download, 
11-16-2022-16-57-24.103,769871.3145333146, 19, Download, 
11-16-2022-16-57-24.103,507787.46277729253, 20, Download, 
11-16-2022-16-57-24.103,589688.6664510494, 21, Download, 
11-16-2022-16-57-24.103,425886.2591035357, 22, Download, 
11-16-2022-16-57-24.103,343913.07194998744, 23, Download, 
11-16-2022-16-57-24.103,2.9171265194637828e+07, 24, Download, 
11-16-2022-16-57-24.103,442266.49983828707, 25, Download, 
11-16-2022-16-57-24.103,442266.49983828707, 26, Download, 
11-16-2022-16-57-24.103,507787.46277729253, 27, Download, 
11-16-2022-16-57-24.103,409434.03488899296, 28, Download, 
11-16-2022-16-57-24.103,229323.37028651923, 29, Download, 
11-16-2022-16-57-24.103,638829.3886553035, 30, Download, 
11-16-2022-16-57-24.103,0, 31, Download, 
11-16-2022-16-57-24.103,131041.92587801098, 32, Download, 
11-16-2022-16-57-24.103,2.1947363080173098e+06, 33, Download, 
11-16-2022-16-57-24.103,1.5232904048520862e+06, 34, Download, 
11-16-2022-16-57-24.103,376745.53689928155, 35, Download, 
11-16-2022-16-57-24.103,442266.49983828707, 36, Download, 
11-16-2022-16-57-24.103,573164.4587567153, 37, Download, 
11-16-2022-16-57-24.103,933673.7218808283, 38, Download, 
11-16-2022-16-57-24.103,442266.49983828707, 39, Download, 
11-16-2022-16-57-24.103,966290.2363907482, 40, Download, 
11-16-2022-16-57-24.103,1.0155749255545851e+06, 41, Download, 
11-16-2022-16-57-24.103,409506.01836878434, 42, Download, 
11-16-2022-16-57-24.103,1.3759402217191153e+06, 43, Download, 
11-16-2022-16-57-24.103,900913.2404113255, 44, Download, 
11-16-2022-16-57-24.103,1.653900429851349e+06, 45, Download, 
11-16-2022-16-57-24.103,958244.0829829553, 46, Download, 
11-16-2022-16-57-24.103,1.8016825138630683e+06, 47, Download, 
11-16-2022-16-57-24.103,3.7182426633087704e+06, 48, Download, 
11-16-2022-16-57-24.103,1.4906019068623749e+06, 49, Download, 
11-16-2022-16-57-24.103,2.2113324991914355e+06, 50, Download, 
11-16-2022-16-57-24.103,245703.6110212706, 51, Download, 
11-16-2022-16-57-24.103,2.473344367467666e+06, 52, Download, 
11-16-2022-16-57-24.103,425886.2591035357, 53, Download, 
11-16-2022-16-57-25.104,654841.2347738121, 0, Upload, 
11-16-2022-16-57-25.104,0, 1, Upload, 
11-16-2022-16-57-25.104,98226.18521607183, 2, Upload, 
11-16-2022-16-57-25.105,458090.10560640926, 3, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 4, Upload, 
11-16-2022-16-57-25.105,245405.41371771926, 5, Upload, 
11-16-2022-16-57-25.105,343567.57920480694, 6, Upload, 
11-16-2022-16-57-25.105,65441.443658058466, 7, Upload, 
11-16-2022-16-57-25.105,0, 8, Upload, 
11-16-2022-16-57-25.105,0, 9, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 10, Upload, 
11-16-2022-16-57-25.105,1.2106667076740817e+06, 11, Upload, 
11-16-2022-16-57-25.105,0, 12, Upload, 
11-16-2022-16-57-25.105,245405.41371771926, 13, Upload, 
11-16-2022-16-57-25.105,572612.6320080116, 14, Upload, 
11-16-2022-16-57-25.105,245405.41371771926, 15, Upload, 
11-16-2022-16-57-25.105,98162.1654870877, 16, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 17, Upload, 
11-16-2022-16-57-25.105,147243.24823063155, 18, Upload, 
11-16-2022-16-57-25.105,392648.6619483508, 19, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 20, Upload, 
11-16-2022-16-57-25.105,98162.1654870877, 21, Upload, 
11-16-2022-16-57-25.105,0, 22, Upload, 
11-16-2022-16-57-25.105,310846.85737577773, 23, Upload, 
11-16-2022-16-57-25.105,818018.0457257308, 24, Upload, 
11-16-2022-16-57-25.105,409009.0228628654, 25, Upload, 
11-16-2022-16-57-25.105,736216.2411531578, 26, Upload, 
11-16-2022-16-57-25.105,0, 27, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 28, Upload, 
11-16-2022-16-57-25.105,425369.38377738005, 29, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 30, Upload, 
11-16-2022-16-57-25.105,392648.6619483508, 31, Upload, 
11-16-2022-16-57-25.105,0, 32, Upload, 
11-16-2022-16-57-25.105,703495.5193241285, 33, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 34, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 35, Upload, 
11-16-2022-16-57-25.105,147243.24823063155, 36, Upload, 
11-16-2022-16-57-25.105,638054.0756660701, 37, Upload, 
11-16-2022-16-57-25.105,425369.38377738005, 38, Upload, 
11-16-2022-16-57-25.105,0, 39, Upload, 
11-16-2022-16-57-25.105,196324.3309741754, 40, Upload, 
11-16-2022-16-57-25.105,147243.24823063155, 41, Upload, 
11-16-2022-16-57-25.105,0, 42, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 43, Upload, 
11-16-2022-16-57-25.105,163603.60914514615, 44, Upload, 
11-16-2022-16-57-25.105,0, 45, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 46, Upload, 
11-16-2022-16-57-25.105,245405.41371771926, 47, Upload, 
11-16-2022-16-57-25.105,392648.6619483508, 48, Upload, 
11-16-2022-16-57-25.105,49081.08274354385, 49, Upload, 
11-16-2022-16-57-25.105,867099.1284692747, 50, Upload, 
11-16-2022-16-57-25.105,0, 51, Upload, 
11-16-2022-16-57-25.105,343567.57920480694, 52, Upload, 
11-16-2022-16-57-25.105,850738.7675547601, 53, Upload, 
11-16-2022-16-57-25.105,703495.5193241285, 54, Upload, 
11-16-2022-16-57-25.105,507171.1883499531, 0, Download, 
11-16-2022-16-57-25.105,801441.9964593159, 1, Download, 
11-16-2022-16-57-25.105,294486.4964612631, 2, Download, 
11-16-2022-16-57-25.105,507171.1883499531, 3, Download, 
11-16-2022-16-57-25.105,637910.2834314698, 4, Download, 
11-16-2022-16-57-25.105,539891.9101789823, 5, Download, 
11-16-2022-16-57-25.105,637910.2834314698, 6, Download, 
11-16-2022-16-57-25.105,670774.7974950993, 7, Download, 
11-16-2022-16-57-25.105,310846.85737577773, 8, Download, 
11-16-2022-16-57-25.105,425369.38377738005, 9, Download, 
11-16-2022-16-57-25.105,474306.67428632366, 10, Download, 
11-16-2022-16-57-25.105,719712.0880040429, 11, Download, 
11-16-2022-16-57-25.105,556252.2710934969, 12, Download, 
11-16-2022-16-57-25.105,441585.9524572944, 13, Download, 
11-16-2022-16-57-25.105,572612.6320080116, 14, Download, 
11-16-2022-16-57-25.105,736000.5528012573, 15, Download, 
11-16-2022-16-57-25.105,376288.3010338362, 16, Download, 
11-16-2022-16-57-25.105,621549.9225169552, 17, Download, 
11-16-2022-16-57-25.105,261765.77463223386, 18, Download, 
11-16-2022-16-57-25.105,687135.1584096139, 19, Download, 
11-16-2022-16-57-25.105,490810.8274354385, 20, Download, 
11-16-2022-16-57-25.105,507099.292232653, 21, Download, 
11-16-2022-16-57-25.105,409009.0228628654, 22, Download, 
11-16-2022-16-57-25.105,359927.9401193216, 23, Download, 
11-16-2022-16-57-25.105,2.6011392139497638e+07, 24, Download, 
11-16-2022-16-57-25.105,490810.8274354385, 25, Download, 
11-16-2022-16-57-25.105,359784.14788472134, 26, Download, 
11-16-2022-16-57-25.105,539460.5334751817, 27, Download, 
11-16-2022-16-57-25.105,507171.1883499531, 28, Download, 
11-16-2022-16-57-25.105,245405.41371771926, 29, Download, 
11-16-2022-16-57-25.105,539891.9101789823, 30, Download, 
11-16-2022-16-57-25.105,229045.05280320463, 31, Download, 
11-16-2022-16-57-25.105,163603.60914514615, 32, Download, 
11-16-2022-16-57-25.105,2.2740182710002316e+06, 33, Download, 
11-16-2022-16-57-25.105,1.6358922992168614e+06, 34, Download, 
11-16-2022-16-57-25.105,458018.20948910917, 35, Download, 
11-16-2022-16-57-25.105,539891.9101789823, 36, Download, 
11-16-2022-16-57-25.105,768936.9629821869, 37, Download, 
11-16-2022-16-57-25.105,1.095928492920579e+06, 38, Download, 
11-16-2022-16-57-25.105,359927.9401193216, 39, Download, 
11-16-2022-16-57-25.105,916180.2112128185, 40, Download, 
11-16-2022-16-57-25.105,932540.5721273331, 41, Download, 
11-16-2022-16-57-25.105,572612.6320080116, 42, Download, 
11-16-2022-16-57-25.105,1.1122169577177935e+06, 43, Download, 
11-16-2022-16-57-25.105,768865.0668648869, 44, Download, 
11-16-2022-16-57-25.105,1.5542342868788885e+06, 45, Download, 
11-16-2022-16-57-25.105,793261.8160020586, 46, Download, 
11-16-2022-16-57-25.105,1.5705946477934031e+06, 47, Download, 
11-16-2022-16-57-25.105,3.0917487322567618e+06, 48, Download, 
11-16-2022-16-57-25.105,1.4557845369226004e+06, 49, Download, 
11-16-2022-16-57-25.105,2.1756404171612435e+06, 50, Download, 
11-16-2022-16-57-25.105,65441.443658058466, 51, Download, 
11-16-2022-16-57-25.105,2.1920007780757584e+06, 52, Download, 
11-16-2022-16-57-25.105,621693.7147515555, 53, Download, 
11-16-2022-16-57-25.105,1.9795317745389685e+06, 54, Download, 
11-16-2022-16-57-26.104,540588.9114843048, 0, Upload, 
11-16-2022-16-57-26.104,0, 1, Upload, 
11-16-2022-16-57-26.104,196577.78599429267, 2, Upload, 
11-16-2022-16-57-26.104,508157.57062774326, 3, Upload, 
11-16-2022-16-57-26.104,49176.53909300741, 4, Upload, 
11-16-2022-16-57-26.104,245882.69546503705, 5, Upload, 
11-16-2022-16-57-26.104,196706.15637202965, 6, Upload, 
11-16-2022-16-57-26.104,721255.906697442, 7, Upload, 
11-16-2022-16-57-26.104,0, 8, Upload, 
11-16-2022-16-57-26.104,0, 9, Upload, 
11-16-2022-16-57-26.104,0, 10, Upload, 
11-16-2022-16-57-26.104,819608.9848834568, 11, Upload, 
11-16-2022-16-57-26.104,0, 12, Upload, 
11-16-2022-16-57-26.104,49176.53909300741, 13, Upload, 
11-16-2022-16-57-26.104,0, 14, Upload, 
11-16-2022-16-57-26.104,0, 15, Upload, 
11-16-2022-16-57-26.104,360627.953348721, 16, Upload, 
11-16-2022-16-57-26.104,0, 17, Upload, 
11-16-2022-16-57-26.104,344235.77365105186, 18, Upload, 
11-16-2022-16-57-26.104,245882.69546503705, 19, Upload, 
11-16-2022-16-57-26.104,98353.07818601483, 20, Upload, 
11-16-2022-16-57-26.104,0, 21, Upload, 
11-16-2022-16-57-26.104,0, 22, Upload, 
11-16-2022-16-57-26.104,491765.3909300741, 23, Upload, 
11-16-2022-16-57-26.104,196706.15637202965, 24, Upload, 
11-16-2022-16-57-26.104,49176.53909300741, 25, Upload, 
11-16-2022-16-57-26.104,114745.25788368397, 26, Upload, 
11-16-2022-16-57-26.104,0, 27, Upload, 
11-16-2022-16-57-26.104,0, 28, Upload, 
11-16-2022-16-57-26.104,754040.2660927803, 29, Upload, 
11-16-2022-16-57-26.104,196706.15637202965, 30, Upload, 
11-16-2022-16-57-26.104,49176.53909300741, 31, Upload, 
11-16-2022-16-57-26.104,0, 32, Upload, 
11-16-2022-16-57-26.104,1.2621978367205237e+06, 33, Upload, 
11-16-2022-16-57-26.104,0, 34, Upload, 
11-16-2022-16-57-26.104,0, 35, Upload, 
11-16-2022-16-57-26.104,196706.15637202965, 36, Upload, 
11-16-2022-16-57-26.104,704863.726999773, 37, Upload, 
11-16-2022-16-57-26.104,426196.6721393976, 38, Upload, 
11-16-2022-16-57-26.104,98353.07818601483, 39, Upload, 
11-16-2022-16-57-26.104,196706.15637202965, 40, Upload, 
11-16-2022-16-57-26.104,0, 41, Upload, 
11-16-2022-16-57-26.104,0, 42, Upload, 
11-16-2022-16-57-26.104,344235.77365105186, 43, Upload, 
11-16-2022-16-57-26.104,49176.53909300741, 44, Upload, 
11-16-2022-16-57-26.104,0, 45, Upload, 
11-16-2022-16-57-26.104,49176.53909300741, 46, Upload, 
11-16-2022-16-57-26.104,245882.69546503705, 47, Upload, 
11-16-2022-16-57-26.104,0, 48, Upload, 
11-16-2022-16-57-26.104,196706.15637202965, 49, Upload, 
11-16-2022-16-57-26.104,114745.25788368397, 50, Upload, 
11-16-2022-16-57-26.104,245882.69546503705, 51, Upload, 
11-16-2022-16-57-26.104,65568.71879067655, 52, Upload, 
11-16-2022-16-57-26.104,655687.1879067655, 53, Upload, 
11-16-2022-16-57-26.104,131137.4375813531, 54, Upload, 
11-16-2022-16-57-26.104,180313.9766743605, 55, Upload, 
11-16-2022-16-57-26.105,737194.2144681894, 0, Download, 
11-16-2022-16-57-26.105,802800.9876215315, 1, Download, 
11-16-2022-16-57-26.105,475055.116469322, 2, Download, 
11-16-2022-16-57-26.105,606196.6641223809, 3, Download, 
11-16-2022-16-57-26.105,901103.1493711068, 4, Download, 
11-16-2022-16-57-26.105,589740.9718438265, 5, Download, 
11-16-2022-16-57-26.105,704498.8258719562, 6, Download, 
11-16-2022-16-57-26.105,966637.9238708236, 7, Download, 
11-16-2022-16-57-26.105,409448.34331598, 8, Download, 
11-16-2022-16-57-26.105,393208.6469983011, 9, Download, 
11-16-2022-16-57-26.105,475127.1151229472, 10, Download, 
11-16-2022-16-57-26.105,901103.1493711068, 11, Download, 
11-16-2022-16-57-26.105,507894.5023728056, 12, Download, 
11-16-2022-16-57-26.105,524278.19599773485, 13, Download, 
11-16-2022-16-57-26.105,704354.8285647058, 14, Download, 
11-16-2022-16-57-26.105,917486.8429960359, 15, Download, 
11-16-2022-16-57-26.105,540661.8896226641, 16, Download, 
11-16-2022-16-57-26.105,671731.4386220977, 17, Download, 
11-16-2022-16-57-26.105,344057.5661235135, 18, Download, 
11-16-2022-16-57-26.105,786417.2939966022, 19, Download, 
11-16-2022-16-57-26.105,507894.5023728056, 20, Download, 
11-16-2022-16-57-26.105,540661.8896226641, 21, Download, 
11-16-2022-16-57-26.105,704498.8258719562, 22, Download, 
11-16-2022-16-57-26.105,475127.1151229472, 23, Download, 
11-16-2022-16-57-26.105,4.48094020641814e+06, 24, Download, 
11-16-2022-16-57-26.105,671731.4386220977, 25, Download, 
11-16-2022-16-57-26.105,442359.72787308873, 26, Download, 
11-16-2022-16-57-26.105,524278.19599773485, 27, Download, 
11-16-2022-16-57-26.105,737266.2131218145, 28, Download, 
11-16-2022-16-57-26.105,491510.8087478764, 29, Download, 
11-16-2022-16-57-26.105,589596.9745365762, 30, Download, 
11-16-2022-16-57-26.105,475127.1151229472, 31, Download, 
11-16-2022-16-57-26.105,442359.72787308873, 32, Download, 
11-16-2022-16-57-26.105,2.2607337242793557e+06, 33, Download, 
11-16-2022-16-57-26.105,1.4417650389937707e+06, 34, Download, 
11-16-2022-16-57-26.105,638964.0513722394, 35, Download, 
11-16-2022-16-57-26.105,638820.054064989, 36, Download, 
11-16-2022-16-57-26.105,917486.8429960359, 37, Download, 
11-16-2022-16-57-26.105,1.408853654436662e+06, 38, Download, 
11-16-2022-16-57-26.105,442359.72787308873, 39, Download, 
11-16-2022-16-57-26.105,1.0484123946882193e+06, 40, Download, 
11-16-2022-16-57-26.105,901103.1493711068, 41, Download, 
11-16-2022-16-57-26.105,770033.600371673, 42, Download, 
11-16-2022-16-57-26.105,1.0484843933418444e+06, 43, Download, 
11-16-2022-16-57-26.105,737266.2131218145, 44, Download, 
11-16-2022-16-57-26.105,1.6709207537819042e+06, 45, Download, 
11-16-2022-16-57-26.105,786417.2939966022, 46, Download, 
11-16-2022-16-57-26.105,1.6381533665320459e+06, 47, Download, 
11-16-2022-16-57-26.105,3.1129017887365506e+06, 48, Download, 
11-16-2022-16-57-26.105,1.621985668867992e+06, 49, Download, 
