Time of the generation of the data point., Instantaneous throughput (b/s)., ID of connection (position relative to creation)., Direction of throughput., 
11-16-2022-16-57-00.073,769710.1742045416, 18, Download, 
11-16-2022-16-57-00.073,1.0807256695036548e+06, 19, Download, 
11-16-2022-16-57-00.073,1.4083338822590765e+06, 20, Download, 
11-16-2022-16-57-00.073,5.91174133672731e+06, 21, Download, 
11-16-2022-16-57-00.073,5.993481460986773e+06, 22, Download, 
11-16-2022-16-57-00.073,1.2609425723050153e+06, 23, Download, 
11-16-2022-16-57-00.073,1.355863311592542e+07, 24, Download, 
11-16-2022-16-57-00.073,442173.92986218346, 25, Download, 
11-16-2022-16-57-00.073,3.0294943549276222e+06, 26, Download, 
11-16-2022-16-57-00.073,1.3592754140207863e+06, 27, Download, 
11-16-2022-16-57-00.073,753333.3619874237, 28, Download, 
11-16-2022-16-57-00.073,1.0480440134824825e+06, 29, Download, 
11-16-2022-16-57-00.078,900622.3161081186, 0, Upload, 
11-16-2022-16-57-00.078,835122.5113002554, 1, Upload, 
11-16-2022-16-57-00.078,654998.0480786317, 2, Upload, 
11-16-2022-16-57-00.078,278374.1704334185, 3, Upload, 
11-16-2022-16-57-00.078,360248.9264432475, 4, Upload, 
11-16-2022-16-57-00.078,0, 5, Upload, 
11-16-2022-16-57-00.078,965635.0340784688, 6, Upload, 
11-16-2022-16-57-00.078,736501.2971784931, 7, Upload, 
11-16-2022-16-57-00.078,392798.96533850016, 8, Upload, 
11-16-2022-16-57-00.078,490998.70667312515, 9, Upload, 
11-16-2022-16-57-00.078,49099.87066731252, 10, Upload, 
11-16-2022-16-57-00.078,49099.87066731252, 11, Upload, 
11-16-2022-16-57-00.078,49099.87066731252, 12, Upload, 
11-16-2022-16-57-00.078,0, 13, Upload, 
11-16-2022-16-57-00.078,360065.7182269585, 14, Upload, 
11-16-2022-16-57-00.078,671031.5657866044, 15, Upload, 
11-16-2022-16-57-00.078,883797.6720116253, 16, Upload, 
11-16-2022-16-57-00.078,425529.4919496486, 17, Upload, 
11-16-2022-16-57-00.078,147298.670290263, 18, Upload, 
11-16-2022-16-57-00.078,49099.556763420995, 19, Upload, 
11-16-2022-16-57-00.078,310963.8595016663, 20, Upload, 
11-16-2022-16-57-00.078,294597.340580526, 21, Upload, 
11-16-2022-16-57-00.078,343696.89734394697, 22, Upload, 
11-16-2022-16-57-00.078,98199.11352684199, 23, Upload, 
11-16-2022-16-57-00.078,785592.9082147359, 24, Upload, 
11-16-2022-16-57-00.078,474629.04871306964, 25, Upload, 
11-16-2022-16-57-00.078,720126.8325301746, 26, Upload, 
11-16-2022-16-57-00.078,621927.7190033325, 27, Upload, 
11-16-2022-16-57-00.078,572828.1622399116, 28, Upload, 
11-16-2022-16-57-00.078,229131.26489596465, 29, Upload, 
11-16-2022-16-57-01.076,1.1603493760984342e+06, 0, Download, 
11-16-2022-16-57-01.076,2.3860745944584957e+06, 1, Download, 
11-16-2022-16-57-01.076,473974.85639679915, 2, Download, 
11-16-2022-16-57-01.076,768094.3225286693, 3, Download, 
11-16-2022-16-57-01.076,800854.0677049365, 4, Download, 
11-16-2022-16-57-01.076,310516.0767699769, 5, Download, 
11-16-2022-16-57-01.076,506631.4936773307, 6, Download, 
11-16-2022-16-57-01.076,5.180069220139775e+06, 7, Download, 
11-16-2022-16-57-01.076,670061.0077667922, 8, Download, 
11-16-2022-16-57-01.076,637375.1049488999, 9, Download, 
11-16-2022-16-57-01.076,2.647342669417225e+06, 10, Download, 
11-16-2022-16-57-01.076,604689.2021310076, 11, Download, 
11-16-2022-16-57-01.076,571859.6600917476, 12, Download, 
11-16-2022-16-57-01.076,637375.1049488999, 13, Download, 
11-16-2022-16-57-01.076,996417.2986709283, 14, Download, 
11-16-2022-16-57-01.076,1.7485521615358705e+06, 15, Download, 
11-16-2022-16-57-01.076,572003.2993131153, 16, Download, 
11-16-2022-16-57-01.076,2.843458086324579e+06, 17, Download, 
11-16-2022-16-57-01.076,604545.5629096399, 18, Download, 
11-16-2022-16-57-01.076,735432.8134025768, 19, Download, 
11-16-2022-16-57-01.076,702746.9105846846, 20, Download, 
11-16-2022-16-57-01.076,4.80446861617675e+06, 21, Download, 
11-16-2022-16-57-01.076,4.26522303929221e+06, 22, Download, 
11-16-2022-16-57-01.076,1.1929636332423852e+06, 23, Download, 
11-16-2022-16-57-01.076,2.609789790981991e+07, 24, Download, 
11-16-2022-16-57-01.076,604689.2021310076, 25, Download, 
11-16-2022-16-57-01.076,3.0396453228426166e+06, 26, Download, 
11-16-2022-16-57-01.076,1.4543790361748398e+06, 27, Download, 
11-16-2022-16-57-01.076,768118.7162204691, 28, Download, 
11-16-2022-16-57-01.076,1.0296059387636075e+06, 29, Download, 
11-16-2022-16-57-01.076,473945.5908594384, 30, Download, 
11-16-2022-16-57-01.079,1.1787643982071038e+06, 0, Upload, 
11-16-2022-16-57-01.079,850758.646583881, 1, Upload, 
11-16-2022-16-57-01.079,572626.0121237661, 2, Upload, 
11-16-2022-16-57-01.079,49082.22961060852, 3, Upload, 
11-16-2022-16-57-01.079,49082.22961060852, 4, Upload, 
11-16-2022-16-57-01.079,0, 5, Upload, 
11-16-2022-16-57-01.079,671128.709199406, 6, Upload, 
11-16-2022-16-57-01.079,1.0148775602527603e+06, 7, Upload, 
11-16-2022-16-57-01.079,49107.19459565093, 8, Upload, 
11-16-2022-16-57-01.079,343750.3621695565, 9, Upload, 
11-16-2022-16-57-01.079,703869.78920433, 10, Upload, 
11-16-2022-16-57-01.079,196428.77838260372, 11, Upload, 
11-16-2022-16-57-01.079,196428.77838260372, 12, Upload, 
11-16-2022-16-57-01.079,49107.19459565093, 13, Upload, 
11-16-2022-16-57-01.079,0, 14, Upload, 
11-16-2022-16-57-01.079,458333.8162260753, 15, Upload, 
11-16-2022-16-57-01.079,540179.1405521602, 16, Upload, 
11-16-2022-16-57-01.079,360121.7297128801, 17, Upload, 
11-16-2022-16-57-01.079,49107.50859721092, 18, Upload, 
11-16-2022-16-57-01.079,0, 19, Upload, 
11-16-2022-16-57-01.079,736612.6289581639, 20, Upload, 
11-16-2022-16-57-01.079,196430.0343888437, 21, Upload, 
11-16-2022-16-57-01.079,1.1622110368006586e+06, 22, Upload, 
11-16-2022-16-57-01.079,147322.52579163277, 23, Upload, 
11-16-2022-16-57-01.079,671135.9508285493, 24, Upload, 
11-16-2022-16-57-01.079,49107.50859721092, 25, Upload, 
11-16-2022-16-57-01.079,720243.4594257602, 26, Upload, 
11-16-2022-16-57-01.079,409229.238310091, 27, Upload, 
11-16-2022-16-57-01.079,1.3422719016570987e+06, 28, Upload, 
11-16-2022-16-57-01.079,0, 29, Upload, 
11-16-2022-16-57-01.079,605659.2726989348, 30, Upload, 
11-16-2022-16-57-02.076,1.2773280665424468e+06, 0, Download, 
11-16-2022-16-57-02.076,2.3090022801147625e+06, 1, Download, 
11-16-2022-16-57-02.076,343915.39415818424, 2, Download, 
11-16-2022-16-57-02.076,1.0480511371036575e+06, 3, Download, 
11-16-2022-16-57-02.076,1.0972538765999211e+06, 4, Download, 
11-16-2022-16-57-02.076,262046.99020422637, 5, Download, 
11-16-2022-16-57-02.076,540471.9172962169, 6, Download, 
11-16-2022-16-57-02.076,5.240579937307209e+06, 7, Download, 
11-16-2022-16-57-02.076,900786.5288270281, 8, Download, 
11-16-2022-16-57-02.076,474888.1963896965, 9, Download, 
11-16-2022-16-57-02.076,2.3091451544638174e+06, 10, Download, 
11-16-2022-16-57-02.076,982676.2132658489, 11, Download, 
11-16-2022-16-57-02.076,474960.16974516027, 12, Download, 
11-16-2022-16-57-02.076,671351.4656874024, 13, Download, 
11-16-2022-16-57-02.076,917092.4923593284, 14, Download, 
11-16-2022-16-57-02.076,2.063476101147355e+06, 15, Download, 
11-16-2022-16-57-02.076,491338.10663292446, 16, Download, 
11-16-2022-16-57-02.076,3.357261141925259e+06, 17, Download, 
11-16-2022-16-57-02.076,704179.3128183945, 18, Download, 
11-16-2022-16-57-02.076,1.277335130534676e+06, 19, Download, 
11-16-2022-16-57-02.076,966298.2763780848, 20, Download, 
11-16-2022-16-57-02.076,3.7503316272315984e+06, 21, Download, 
11-16-2022-16-57-02.076,3.537418447690665e+06, 22, Download, 
11-16-2022-16-57-02.076,1.29371306742244e+06, 23, Download, 
11-16-2022-16-57-02.076,2.151909763005735e+07, 24, Download, 
11-16-2022-16-57-02.076,737007.1599493866, 25, Download, 
11-16-2022-16-57-02.076,2.2600113438005247e+06, 26, Download, 
11-16-2022-16-57-02.076,1.4411144994123175e+06, 27, Download, 
11-16-2022-16-57-02.076,835274.7812759716, 28, Download, 
11-16-2022-16-57-02.076,982676.2132658489, 29, Download, 
11-16-2022-16-57-02.076,655117.4755105659, 30, Download, 
11-16-2022-16-57-02.076,1.2774790772456035e+06, 31, Download, 
11-16-2022-16-57-02.079,1.3096522405282974e+06, 0, Upload, 
11-16-2022-16-57-02.079,688029.3365931326, 1, Upload, 
11-16-2022-16-57-02.079,65526.603485060245, 2, Upload, 
11-16-2022-16-57-02.079,0, 3, Upload, 
11-16-2022-16-57-02.079,262106.41394024098, 4, Upload, 
11-16-2022-16-57-02.079,0, 5, Upload, 
11-16-2022-16-57-02.079,294869.71568277106, 6, Upload, 
11-16-2022-16-57-02.079,327633.0174253012, 7, Upload, 
11-16-2022-16-57-02.079,0, 8, Upload, 
11-16-2022-16-57-02.079,262106.41394024098, 9, Upload, 
11-16-2022-16-57-02.079,229343.11219771084, 10, Upload, 
11-16-2022-16-57-02.079,344014.6682965663, 11, Upload, 
11-16-2022-16-57-02.079,262106.41394024098, 12, Upload, 
11-16-2022-16-57-02.079,49144.95261379518, 13, Upload, 
11-16-2022-16-57-02.079,0, 14, Upload, 
11-16-2022-16-57-02.079,655266.0348506024, 15, Upload, 
11-16-2022-16-57-02.079,393159.62091036147, 16, Upload, 
11-16-2022-16-57-02.079,212961.46132644577, 17, Upload, 
11-16-2022-16-57-02.079,245724.7630689759, 18, Upload, 
11-16-2022-16-57-02.079,49144.95261379518, 19, Upload, 
11-16-2022-16-57-02.079,311251.36655403615, 20, Upload, 
11-16-2022-16-57-02.079,163816.5087126506, 21, Upload, 
11-16-2022-16-57-02.079,49144.95261379518, 22, Upload, 
11-16-2022-16-57-02.079,245724.7630689759, 23, Upload, 
11-16-2022-16-57-02.079,196579.81045518073, 24, Upload, 
11-16-2022-16-57-02.079,311251.36655403615, 25, Upload, 
11-16-2022-16-57-02.079,606121.0822368072, 26, Upload, 
11-16-2022-16-57-02.079,900990.7979195783, 27, Upload, 
11-16-2022-16-57-02.079,769937.5909494578, 28, Upload, 
11-16-2022-16-57-02.079,327633.0174253012, 29, Upload, 
11-16-2022-16-57-02.079,638884.3839793374, 30, Upload, 
11-16-2022-16-57-02.079,114671.55609885542, 31, Upload, 
11-16-2022-16-57-03.076,1.130444451733001e+06, 0, Download, 
11-16-2022-16-57-03.076,1.883930092787769e+06, 1, Download, 
11-16-2022-16-57-03.076,393198.07016800035, 2, Download, 
11-16-2022-16-57-03.076,819090.6494663843, 3, Download, 
11-16-2022-16-57-03.076,933845.4166490008, 4, Download, 
11-16-2022-16-57-03.076,311209.80883271724, 5, Download, 
11-16-2022-16-57-03.076,409437.3296577676, 6, Download, 
11-16-2022-16-57-03.076,3.964531217376488e+06, 7, Download, 
11-16-2022-16-57-03.076,770012.887412334, 8, Download, 
11-16-2022-16-57-03.076,606180.3581756672, 9, Download, 
11-16-2022-16-57-03.076,1.9003133457114357e+06, 10, Download, 
11-16-2022-16-57-03.076,835545.8991070008, 11, Download, 
11-16-2022-16-57-03.076,507880.84063366713, 12, Download, 
11-16-2022-16-57-03.076,507880.84063366713, 13, Download, 
11-16-2022-16-57-03.076,1.0485281871146676e+06, 14, Download, 
11-16-2022-16-57-03.076,2.2607449100321024e+06, 15, Download, 
11-16-2022-16-57-03.076,606036.3647417678, 16, Download, 
11-16-2022-16-57-03.076,2.9489855262600025e+06, 17, Download, 
11-16-2022-16-57-03.076,704479.8757176673, 18, Download, 
11-16-2022-16-57-03.076,1.3432827463067684e+06, 19, Download, 
11-16-2022-16-57-03.076,1.1466117145058187e+06, 20, Download, 
11-16-2022-16-57-03.076,3.210829586170871e+06, 21, Download, 
11-16-2022-16-57-03.076,3.4075006179718208e+06, 22, Download, 
11-16-2022-16-57-03.076,819162.646183334, 23, Download, 
11-16-2022-16-57-03.076,2.7571430742758133e+07, 24, Download, 
11-16-2022-16-57-03.076,573197.8621774847, 25, Download, 
11-16-2022-16-57-03.076,2.2115951512611024e+06, 26, Download, 
11-16-2022-16-57-03.076,1.2286719725580513e+06, 27, Download, 
11-16-2022-16-57-03.076,753629.6344886674, 28, Download, 
11-16-2022-16-57-03.076,851785.158596768, 29, Download, 
11-16-2022-16-57-03.076,573413.8523283339, 30, Download, 
11-16-2022-16-57-03.076,1.5236425219010015e+06, 31, Download, 
11-16-2022-16-57-03.076,1.3925764985116678e+06, 32, Download, 
11-16-2022-16-57-03.079,933862.3187862333, 0, Upload, 
11-16-2022-16-57-03.079,163833.80708209227, 1, Upload, 
11-16-2022-16-57-03.079,49150.14212462769, 2, Upload, 
11-16-2022-16-57-03.079,98300.28424925538, 3, Upload, 
11-16-2022-16-57-03.079,376817.75628881226, 4, Upload, 
11-16-2022-16-57-03.079,0, 5, Upload, 
11-16-2022-16-57-03.079,0, 6, Upload, 
11-16-2022-16-57-03.079,114683.6649574646, 7, Upload, 
11-16-2022-16-57-03.079,0, 8, Upload, 
11-16-2022-16-57-03.079,557034.9440791138, 9, Upload, 
11-16-2022-16-57-03.079,49150.14212462769, 10, Upload, 
11-16-2022-16-57-03.079,360434.375580603, 11, Upload, 
11-16-2022-16-57-03.079,163833.80708209227, 12, Upload, 
11-16-2022-16-57-03.079,147450.42637388306, 13, Upload, 
11-16-2022-16-57-03.079,49150.14212462769, 14, Upload, 
11-16-2022-16-57-03.079,409584.5177052307, 15, Upload, 
11-16-2022-16-57-03.079,737252.1318694153, 16, Upload, 
11-16-2022-16-57-03.079,262134.09133134765, 17, Upload, 
11-16-2022-16-57-03.079,704485.3704529968, 18, Upload, 
11-16-2022-16-57-03.079,0, 19, Upload, 
11-16-2022-16-57-03.079,147450.42637388306, 20, Upload, 
11-16-2022-16-57-03.079,491501.4212462768, 21, Upload, 
11-16-2022-16-57-03.079,0, 22, Upload, 
11-16-2022-16-57-03.079,344050.9948723938, 23, Upload, 
11-16-2022-16-57-03.079,98300.28424925538, 24, Upload, 
11-16-2022-16-57-03.079,245750.7106231384, 25, Upload, 
11-16-2022-16-57-03.079,753635.5125776245, 26, Upload, 
11-16-2022-16-57-03.079,1.1796034109910645e+06, 27, Upload, 
11-16-2022-16-57-03.079,524268.1826626953, 28, Upload, 
11-16-2022-16-57-03.079,49150.14212462769, 29, Upload, 
11-16-2022-16-57-03.079,1.1959867916992737e+06, 30, Upload, 
11-16-2022-16-57-03.079,393201.1369970215, 31, Upload, 
11-16-2022-16-57-03.079,475118.04053806764, 32, Upload, 
11-16-2022-16-57-04.077,1.1953596117002529e+06, 0, Download, 
11-16-2022-16-57-04.077,1.768724700909193e+06, 1, Download, 
11-16-2022-16-57-04.077,458576.91533372557, 2, Download, 
11-16-2022-16-57-04.077,835193.1232655372, 3, Download, 
11-16-2022-16-57-04.077,884398.3367150422, 4, Download, 
11-16-2022-16-57-04.077,327554.9395240897, 5, Download, 
11-16-2022-16-57-04.077,425821.4213813166, 6, Download, 
11-16-2022-16-57-04.077,3.930299411684619e+06, 7, Download, 
11-16-2022-16-57-04.077,753376.3609054063, 8, Download, 
11-16-2022-16-57-04.077,393065.92742890766, 9, Download, 
11-16-2022-16-57-04.077,1.8178579418378063e+06, 10, Download, 
11-16-2022-16-57-04.077,868020.5897388377, 11, Download, 
11-16-2022-16-57-04.077,442199.1683575211, 12, Download, 
11-16-2022-16-57-04.077,425821.4213813166, 13, Download, 
11-16-2022-16-57-04.077,1.5067527218108126e+06, 14, Download, 
11-16-2022-16-57-04.077,2.0798299209361866e+06, 15, Download, 
11-16-2022-16-57-04.077,753376.3609054063, 16, Download, 
11-16-2022-16-57-04.077,2.603629934091164e+06, 17, Download, 
11-16-2022-16-57-04.077,556771.424670061, 18, Download, 
11-16-2022-16-57-04.077,1.3102197580963587e+06, 19, Download, 
11-16-2022-16-57-04.077,1.686907938549062e+06, 20, Download, 
11-16-2022-16-57-04.077,3.45541672189558e+06, 21, Download, 
11-16-2022-16-57-04.077,2.7187059980499446e+06, 22, Download, 
11-16-2022-16-57-04.077,900776.0836912467, 23, Download, 
11-16-2022-16-57-04.077,2.7610722226254016e+07, 24, Download, 
11-16-2022-16-57-04.077,605976.6381195659, 25, Download, 
11-16-2022-16-57-04.077,1.817785969316915e+06, 26, Download, 
11-16-2022-16-57-04.077,1.1463703158134224e+06, 27, Download, 
11-16-2022-16-57-04.077,687577.4829170223, 28, Download, 
11-16-2022-16-57-04.077,802437.6293131283, 29, Download, 
11-16-2022-16-57-04.077,556843.3971909526, 30, Download, 
11-16-2022-16-57-04.077,1.3757307460011768e+06, 31, Download, 
11-16-2022-16-57-04.077,1.4576194808821992e+06, 32, Download, 
11-16-2022-16-57-04.077,2.34194584507635e+06, 33, Download, 
11-16-2022-16-57-04.079,753586.6066554965, 0, Upload, 
11-16-2022-16-57-04.079,245737.29387404604, 1, Upload, 
11-16-2022-16-57-04.079,393179.6701984737, 2, Upload, 
11-16-2022-16-57-04.079,98294.91754961842, 3, Upload, 
11-16-2022-16-57-04.079,245737.29387404604, 4, Upload, 
11-16-2022-16-57-04.079,147442.37632442763, 5, Upload, 
11-16-2022-16-57-04.079,0, 6, Upload, 
11-16-2022-16-57-04.079,901036.7442048355, 7, Upload, 
11-16-2022-16-57-04.079,0, 8, Upload, 
11-16-2022-16-57-04.079,425944.6427150131, 9, Upload, 
11-16-2022-16-57-04.079,65529.94503307894, 10, Upload, 
11-16-2022-16-57-04.079,0, 11, Upload, 
11-16-2022-16-57-04.079,147442.37632442763, 12, Upload, 
11-16-2022-16-57-04.079,196589.83509923684, 13, Upload, 
11-16-2022-16-57-04.079,196589.83509923684, 14, Upload, 
11-16-2022-16-57-04.079,1.0976265793040723e+06, 15, Upload, 
11-16-2022-16-57-04.079,114677.40380788816, 16, Upload, 
11-16-2022-16-57-04.079,49147.45877480921, 17, Upload, 
11-16-2022-16-57-04.079,491474.5877480921, 18, Upload, 
11-16-2022-16-57-04.079,49147.45877480921, 19, Upload, 
11-16-2022-16-57-04.079,311267.23890712496, 20, Upload, 
11-16-2022-16-57-04.079,589769.5052977105, 21, Upload, 
11-16-2022-16-57-04.079,49147.45877480921, 22, Upload, 
11-16-2022-16-57-04.079,262119.78013231576, 23, Upload, 
11-16-2022-16-57-04.079,98294.91754961842, 24, Upload, 
11-16-2022-16-57-04.079,196589.83509923684, 25, Upload, 
11-16-2022-16-57-04.079,0, 26, Upload, 
11-16-2022-16-57-04.079,409562.1564567434, 27, Upload, 
11-16-2022-16-57-04.079,606151.9915559802, 28, Upload, 
11-16-2022-16-57-04.079,0, 29, Upload, 
11-16-2022-16-57-04.079,507857.0740063618, 30, Upload, 
11-16-2022-16-57-04.079,1.2450689556284999e+06, 31, Upload, 
11-16-2022-16-57-04.079,409562.1564567434, 32, Upload, 
11-16-2022-16-57-04.079,475092.1014898223, 33, Upload, 
11-16-2022-16-57-05.077,1.097231393071496e+06, 0, Download, 
11-16-2022-16-57-05.077,1.8995402680746694e+06, 1, Download, 
11-16-2022-16-57-05.077,409198.7966246477, 2, Download, 
11-16-2022-16-57-05.077,1.0480296617750806e+06, 3, Download, 
11-16-2022-16-57-05.077,1.0969435233613267e+06, 4, Download, 
11-16-2022-16-57-05.077,343908.34708211065, 5, Download, 
11-16-2022-16-57-05.077,573108.611042642, 6, Download, 
11-16-2022-16-57-05.077,3.651763211970262e+06, 7, Download, 
11-16-2022-16-57-05.077,785788.3521917979, 8, Download, 
11-16-2022-16-57-05.077,491297.6386887295, 9, Download, 
11-16-2022-16-57-05.077,1.5883850969051407e+06, 10, Download, 
11-16-2022-16-57-05.077,998683.9956235808, 11, Download, 
11-16-2022-16-57-05.077,573036.6436150998, 12, Download, 
11-16-2022-16-57-05.077,409414.6989072746, 13, Download, 
11-16-2022-16-57-05.077,1.9157729211758757e+06, 14, Download, 
11-16-2022-16-57-05.077,2.161565675375325e+06, 15, Download, 
11-16-2022-16-57-05.077,1.0481016292026229e+06, 16, Download, 
11-16-2022-16-57-05.077,2.5873569622388906e+06, 17, Download, 
11-16-2022-16-57-05.077,540427.4025576024, 18, Download, 
11-16-2022-16-57-05.077,1.6211382728177228e+06, 19, Download, 
11-16-2022-16-57-05.077,1.3262877221769427e+06, 20, Download, 
11-16-2022-16-57-05.077,2.5546037863263087e+06, 21, Download, 
11-16-2022-16-57-05.077,2.145333022274119e+06, 22, Download, 
11-16-2022-16-57-05.077,704049.3472654277, 23, Download, 
11-16-2022-16-57-05.077,1.0988546583816165e+07, 24, Download, 
11-16-2022-16-57-05.077,671440.1062079303, 25, Download, 
11-16-2022-16-57-05.077,1.9322934439872513e+06, 26, Download, 
11-16-2022-16-57-05.077,1.1136079810277869e+06, 27, Download, 
11-16-2022-16-57-05.077,851582.5737271311, 28, Download, 
11-16-2022-16-57-05.077,1.015348453290041e+06, 29, Download, 
11-16-2022-16-57-05.077,704193.2821205122, 30, Download, 
11-16-2022-16-57-05.077,1.342520375278149e+06, 31, Download, 
11-16-2022-16-57-05.077,1.686788559497971e+06, 32, Download, 
11-16-2022-16-57-05.077,9.645090631979967e+06, 33, Download, 
11-16-2022-16-57-05.077,3.5371270962762255e+06, 34, Download, 
11-16-2022-16-57-05.080,900189.204362689, 0, Upload, 
11-16-2022-16-57-05.080,638315.9812753613, 1, Upload, 
11-16-2022-16-57-05.080,294607.3759732437, 2, Upload, 
11-16-2022-16-57-05.081,163669.06402952757, 3, Upload, 
11-16-2022-16-57-05.081,0, 4, Upload, 
11-16-2022-16-57-05.081,0, 5, Upload, 
11-16-2022-16-57-05.081,49100.71920885827, 6, Upload, 
11-16-2022-16-57-05.081,392805.75367086614, 7, Upload, 
11-16-2022-16-57-05.081,0, 8, Upload, 
11-16-2022-16-57-05.081,638309.3497151574, 9, Upload, 
11-16-2022-16-57-05.081,0, 10, Upload, 
11-16-2022-16-57-05.081,507374.0984915354, 11, Upload, 
11-16-2022-16-57-05.081,196402.87683543307, 12, Upload, 
11-16-2022-16-57-05.081,507374.0984915354, 13, Upload, 
11-16-2022-16-57-05.081,540107.9112974409, 14, Upload, 
11-16-2022-16-57-05.081,818345.3201476377, 15, Upload, 
11-16-2022-16-57-05.081,589208.6305062992, 16, Upload, 
11-16-2022-16-57-05.081,147302.1576265748, 17, Upload, 
11-16-2022-16-57-05.081,671043.162521063, 18, Upload, 
11-16-2022-16-57-05.081,0, 19, Upload, 
11-16-2022-16-57-05.081,900179.8521624015, 20, Upload, 
11-16-2022-16-57-05.081,752877.6945358267, 21, Upload, 
11-16-2022-16-57-05.081,147302.1576265748, 22, Upload, 
11-16-2022-16-57-05.081,360071.9408649606, 23, Upload, 
11-16-2022-16-57-05.081,49100.71920885827, 24, Upload, 
11-16-2022-16-57-05.081,147302.1576265748, 25, Upload, 
11-16-2022-16-57-05.081,49100.71920885827, 26, Upload, 
11-16-2022-16-57-05.081,621942.4433122047, 27, Upload, 
11-16-2022-16-57-05.081,1.1293165418037402e+06, 28, Upload, 
11-16-2022-16-57-05.081,98201.43841771653, 29, Upload, 
11-16-2022-16-57-05.081,491007.19208858267, 30, Upload, 
11-16-2022-16-57-05.081,867446.0393564961, 31, Upload, 
11-16-2022-16-57-05.081,736510.788132874, 32, Upload, 
11-16-2022-16-57-05.081,621942.4433122047, 33, Upload, 
11-16-2022-16-57-05.081,409172.6600738189, 34, Upload, 
11-16-2022-16-57-06.083,945034.8292910189, 0, Download, 
11-16-2022-16-57-06.083,1.499104724995111e+06, 1, Download, 
11-16-2022-16-57-06.083,391108.1616734769, 2, Download, 
11-16-2022-16-57-06.083,1.1244359648112461e+06, 3, Download, 
11-16-2022-16-57-06.083,1.059251271199e+06, 4, Download, 
11-16-2022-16-57-06.083,342219.6414642923, 5, Download, 
11-16-2022-16-57-06.083,570366.0691071538, 6, Download, 
11-16-2022-16-57-06.083,2.737542289584513e+06, 7, Download, 
11-16-2022-16-57-06.083,602958.415913277, 8, Download, 
11-16-2022-16-57-06.083,554069.8957040923, 9, Download, 
11-16-2022-16-57-06.083,1.3851031252169556e+06, 10, Download, 
11-16-2022-16-57-06.083,863625.5763189864, 11, Download, 
11-16-2022-16-57-06.083,961402.6167373556, 12, Download, 
11-16-2022-16-57-06.083,374811.9882704154, 13, Download, 
11-16-2022-16-57-06.083,1.4665123781889882e+06, 14, Download, 
11-16-2022-16-57-06.083,1.8739883273088017e+06, 15, Download, 
11-16-2022-16-57-06.083,993923.3495002035, 16, Download, 
11-16-2022-16-57-06.083,2.427986608969619e+06, 17, Download, 
11-16-2022-16-57-06.083,472589.02868878463, 18, Download, 
11-16-2022-16-57-06.083,1.9553975802808343e+06, 19, Download, 
11-16-2022-16-57-06.083,1.2221413911863402e+06, 20, Download, 
11-16-2022-16-57-06.083,2.3139850091914632e+06, 21, Download, 
11-16-2022-16-57-06.083,2.101705070692012e+06, 22, Download, 
11-16-2022-16-57-06.083,831033.2295128633, 23, Download, 
11-16-2022-16-57-06.083,2.07726081058742e+06, 24, Download, 
11-16-2022-16-57-06.083,651846.9361224616, 25, Download, 
11-16-2022-16-57-06.083,1.6946588058318496e+06, 26, Download, 
11-16-2022-16-57-06.083,961474.2307806307, 27, Download, 
11-16-2022-16-57-06.083,847401.0169592, 28, Download, 
11-16-2022-16-57-06.083,765776.921857342, 29, Download, 
11-16-2022-16-57-06.083,602958.415913277, 30, Download, 
11-16-2022-16-57-06.083,1.1732528709771556e+06, 31, Download, 
11-16-2022-16-57-06.083,1.4011128424469165e+06, 32, Download, 
11-16-2022-16-57-06.083,8.033512189406413e+06, 33, Download, 
11-16-2022-16-57-06.083,1.5008202791873476e+07, 34, Download, 
11-16-2022-16-57-06.083,521477.54889796925, 35, Download, 
11-16-2022-16-57-06.083,719349.1116702642, 0, Upload, 
11-16-2022-16-57-06.083,359674.5558351321, 1, Upload, 
11-16-2022-16-57-06.083,294279.18204692623, 2, Upload, 
11-16-2022-16-57-06.083,245235.1966791067, 3, Upload, 
11-16-2022-16-57-06.083,0, 4, Upload, 
11-16-2022-16-57-06.083,343329.2753507494, 5, Upload, 
11-16-2022-16-57-06.083,98094.07867164268, 6, Upload, 
11-16-2022-16-57-06.083,0, 7, Upload, 
11-16-2022-16-57-06.083,49047.03933582134, 8, Upload, 
11-16-2022-16-57-06.083,179839.14423134492, 9, Upload, 
11-16-2022-16-57-06.083,196188.15734328536, 10, Upload, 
11-16-2022-16-57-06.083,49047.03933582134, 11, Upload, 
11-16-2022-16-57-06.083,245235.1966791067, 12, Upload, 
11-16-2022-16-57-06.083,163490.13111940448, 13, Upload, 
11-16-2022-16-57-06.083,49047.03933582134, 14, Upload, 
11-16-2022-16-57-06.083,0, 15, Upload, 
11-16-2022-16-57-06.083,1.389666114514938e+06, 16, Upload, 
11-16-2022-16-57-06.083,0, 17, Upload, 
11-16-2022-16-57-06.083,343329.2753507494, 18, Upload, 
11-16-2022-16-57-06.083,98094.07867164268, 19, Upload, 
11-16-2022-16-57-06.083,866497.6949328437, 20, Upload, 
11-16-2022-16-57-06.083,147141.118007464, 21, Upload, 
11-16-2022-16-57-06.083,98094.07867164268, 22, Upload, 
11-16-2022-16-57-06.083,425074.3409104516, 23, Upload, 
11-16-2022-16-57-06.083,0, 24, Upload, 
11-16-2022-16-57-06.083,49047.03933582134, 25, Upload, 
11-16-2022-16-57-06.083,0, 26, Upload, 
