Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-28-2022-16-09-02.503,3, 0.1163713,0.04245,15075, Foreign,
11-28-2022-16-09-02.001,3, 0.6785357,0.043855,15075, Foreign,
11-28-2022-16-09-01.494,3, 0.9351119,0.040129,6339, Foreign,
11-28-2022-16-09-02.708,3, 0.1236686,0.040535,15075, Foreign,
11-28-2022-16-09-02.604,3, 0.3357636,0.04462,15075, Foreign,
11-28-2022-16-09-01.899,3, 0.8638119,0.054289,6339, Foreign,
11-28-2022-16-09-03.010,3, 0.1394928,0.049294,15075, Foreign,
11-28-2022-16-09-03.111,3, 0.1380526,0.036846,15075, Foreign,
11-28-2022-16-09-02.808,3, 0.4465529,0.046278,15075, Foreign,
11-28-2022-16-09-03.312,3, 0.1498291,0.046245,15075, Foreign,
11-28-2022-16-09-02.909,3, 0.6025106,0.048409,15075, Foreign,
11-28-2022-16-09-01.091,3, 2.1607226,0.039563,6339, Foreign,
11-28-2022-16-09-03.212,3, 0.3896286,0.034651,15075, Foreign,
11-28-2022-16-09-03.512,3, 0.1230397,0.037047,15075, Foreign,
11-28-2022-16-09-03.714,3, 0.2658477,0.057033,15075, Foreign,
11-28-2022-16-09-03.612,3, 0.443714,0.046867,15075, Foreign,
11-28-2022-16-09-04.121,3, 0.1237391,0.040641,15075, Foreign,
11-28-2022-16-09-04.221,3, 0.123057,0.040035,15075, Foreign,
11-28-2022-16-09-02.101,3, 1.9628793,0.043668,6339, Foreign,
11-28-2022-16-09-04.321,3, 0.1374813,0.048677,15075, Foreign,
11-28-2022-16-09-04.622,3, 0.1118923,0.03498,15075, Foreign,
11-28-2022-16-09-04.723,3, 0.2632696,0.036925,15075, Foreign,
11-28-2022-16-09-04.926,3, 0.1215019,0.039356,15075, Foreign,
11-28-2022-16-09-04.018,3, 1.0648081,0.036574,15075, Foreign,
11-28-2022-16-09-05.027,3, 0.1291906,0.038943,15075, Foreign,
11-28-2022-16-09-03.816,3, 1.0948917,0.041425,6339, Foreign,
11-28-2022-16-09-04.823,3, 0.5216312,0.051464,15075, Foreign,
11-28-2022-16-09-05.330,3, 0.1070982,0.034912,15075, Foreign,
11-28-2022-16-09-05.431,3, 0.1186616,0.038689,15075, Foreign,
11-28-2022-16-09-04.422,3, 0.8391098,0.040523,6339, Foreign,
11-28-2022-16-09-05.128,3, 0.5419844,0.044283,15075, Foreign,
11-28-2022-16-09-05.531,3, 0.1758008,0.039919,15075, Foreign,
11-28-2022-16-09-04.522,3, 0.938894,0.039737,6339, Foreign,
11-28-2022-16-09-05.735,3, 0.1040966,0.0333,15075, Foreign,
11-28-2022-16-09-05.634,3, 0.3733,0.034584,15075, Foreign,
11-28-2022-16-09-03.917,3, 1.9332911,0.032425,6339, Foreign,
11-28-2022-16-09-06.038,3, 0.1159887,0.037415,15075, Foreign,
11-28-2022-16-09-06.138,3, 0.1134031,0.041574,15075, Foreign,
11-28-2022-16-09-03.412,3, 2.6059732,0.048071,6339, Foreign,
11-28-2022-16-09-06.239,3, 0.1317277,0.041409,15075, Foreign,
11-28-2022-16-09-05.229,3, 0.8415298,0.043859,6339, Foreign,
11-28-2022-16-09-06.440,3, 0.1240555,0.04092,15075, Foreign,
11-28-2022-16-09-06.339,3, 0.4755406,0.052729,15075, Foreign,
11-28-2022-16-09-06.742,3, 0.1141331,0.036952,15075, Foreign,
11-28-2022-16-09-05.835,3, 0.8366179,0.045604,6339, Foreign,
11-28-2022-16-09-06.541,3, 0.4869744,0.047266,15075, Foreign,
11-28-2022-16-09-05.935,3, 0.818757,0.035567,6339, Foreign,
11-28-2022-16-09-07.049,3, 0.1077952,0.033689,15075, Foreign,
11-28-2022-16-09-06.844,3, 0.4061328,0.041205,15075, Foreign,
11-28-2022-16-09-07.260,3, 0.1146291,0.032995,15075, Foreign,
11-28-2022-16-09-06.949,3, 0.440522,0.033833,15075, Foreign,
11-28-2022-16-09-07.462,3, 0.1114645,0.039106,15075, Foreign,
11-28-2022-16-09-07.155,3, 0.4244243,0.037485,15075, Foreign,
11-28-2022-16-09-07.663,3, 0.1230008,0.038458,15075, Foreign,
11-28-2022-16-09-06.642,3, 0.8935352,0.032754,6339, Foreign,
11-28-2022-16-09-07.763,3, 0.1379242,0.046119,15075, Foreign,
11-28-2022-16-09-08.167,3, 0.1087316,0.036606,15075, Foreign,
11-28-2022-16-09-07.361,3, 0.9138401,0.033964,15075, Foreign,
11-28-2022-16-09-07.865,3, 0.4403977,0.042797,15075, Foreign,
11-28-2022-16-09-08.469,3, 0.1338612,0.038308,15075, Foreign,
11-28-2022-16-09-08.570,3, 0.1262438,0.042252,15075, Foreign,
11-28-2022-16-09-07.562,3, 0.8748931,0.045757,6339, Foreign,
11-28-2022-16-09-08.671,3, 0.1453233,0.045074,15075, Foreign,
11-28-2022-16-09-08.972,3, 0.1770742,0.04036,15075, Foreign,
11-28-2022-16-09-08.066,3, 0.8299393,0.038452,6339, Foreign,
