Time of the generation of the data point., The number of round trips measured by this data point., The duration for this measurement., The underlying connection's RTT at probe time., The underlying connection's congestion window at probe time., The type of the probe., 
11-26-2022-11-30-46.384,1, 0.0525872,0.034254,443544, SelfDown,
11-26-2022-11-30-46.484,1, 0.0482951,0.046985,608768, SelfUp,
11-26-2022-11-30-46.484,1, 0.063,0.045,448265, SelfDown,
11-26-2022-11-30-46.585,1, 0.0490291,0.045181,608768, SelfUp,
11-26-2022-11-30-46.585,1, 0.1142904,0.044195,220200, SelfDown,
11-26-2022-11-30-46.685,1, 0.0431722,0.040034,608768, SelfUp,
11-26-2022-11-30-46.787,1, 0.0522736,0.040346,608768, SelfUp,
11-26-2022-11-30-46.685,1, 0.2063115,0.039021,220226, SelfDown,
11-26-2022-11-30-46.888,1, 0.0321837,0.03652,608768, SelfUp,
11-26-2022-11-30-46.787,1, 0.1487718,0.036905,220229, SelfDown,
11-26-2022-11-30-46.989,1, 0.1685707,0.051677,608768, SelfUp,
11-26-2022-11-30-46.888,1, 0.3368378,0.036689,220237, SelfDown,
11-26-2022-11-30-47.090,1, 0.1415569,0.049069,608768, SelfUp,
11-26-2022-11-30-47.190,1, 0.0764083,0.049069,608768, SelfUp,
11-26-2022-11-30-47.290,1, 0.0325668,0.038983,608768, SelfUp,
